City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Current Description
525,Cururupu,BR,-1.8283,-44.8683,74.62,79,69,1.74,2021-08-01 22:57:02,broken clouds
526,Pangkalanbuun,ID,-2.6833,111.6167,72.99,97,74,1.52,2021-08-01 22:57:02,light rain
527,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,49.87,93,35,5.46,2021-08-01 22:57:03,scattered clouds
528,Potosi,BO,-19.5836,-65.7531,36.14,77,64,6.93,2021-08-01 22:52:55,broken clouds
529,Muroto,JP,33.2833,134.15,80.64,79,83,6.93,2021-08-01 22:57:04,broken clouds
530,Marienburg,PL,54.0359,19.0266,62.87,89,100,5.19,2021-08-01 22:57:04,overcast clouds
531,Kadaura,IN,25.9833,79.85,77.5,91,100,11.12,2021-08-01 22:57:05,overcast clouds
532,Australind,AU,-33.2667,115.7167,52.05,69,92,5.28,2021-08-01 22:57:05,overcast clouds
533,Rio Branco,BR,-9.9747,-67.81,79.41,57,0,3.44,2021-08-01 22:57:06,clear sky
534,Hukuntsi,BW,-24.0,21.75,49.19,38,0,5.77,2021-08-01 22:57:06,clear sky
535,Baculin,PH,7.4525,126.5842,81.59,79,99,2.95,2021-08-01 22:57:07,overcast clouds
536,Dzilam Gonzalez,MX,21.2833,-88.9333,79.84,91,77,7.78,2021-08-01 22:57:07,broken clouds
537,Rosa Zarate,EC,0.3333,-79.4667,80.17,79,62,4.79,2021-08-01 22:57:08,light rain
538,Sabha,LY,27.0377,14.4283,88.16,12,0,3.62,2021-08-01 22:57:08,clear sky
539,New Plymouth,NZ,-39.0667,174.0833,54.05,84,98,2.84,2021-08-01 22:57:06,overcast clouds
540,Hirara,JP,24.8,125.2833,79.07,94,75,9.22,2021-08-01 22:57:09,moderate rain
541,Yarada,IN,17.65,83.2667,80.92,89,40,2.3,2021-08-01 22:57:09,scattered clouds
542,Bhojudih,IN,23.6333,86.45,79.3,82,98,5.97,2021-08-01 22:57:10,overcast clouds
543,Mogadishu,SO,2.0371,45.3438,75.6,85,68,17.58,2021-08-01 22:57:10,light rain
544,Ketchikan,US,55.3422,-131.6461,68.41,68,99,3.74,2021-08-01 22:57:11,overcast clouds
545,Warrington,GB,53.3925,-2.5802,60.46,79,90,5.75,2021-08-01 22:57:11,overcast clouds
546,Port Moresby,PG,-9.4431,147.1797,78.22,61,20,3.44,2021-08-01 22:57:12,few clouds
547,Port-De-Bouc,FR,43.4,4.9833,71.96,56,0,11.5,2021-08-01 22:57:12,clear sky
548,Liuhe,CN,42.2401,125.7172,66.69,99,100,2.21,2021-08-01 22:57:13,light rain
549,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.19,73,20,12.66,2021-08-01 22:52:31,few clouds
550,Hambantota,LK,6.1241,81.1185,79.05,82,100,15.5,2021-08-01 22:57:13,overcast clouds
551,Ipira,BR,-12.1583,-39.7372,64.47,81,93,7.38,2021-08-01 22:55:20,overcast clouds
552,Maracas,BR,-13.4411,-40.4308,58.01,85,87,7.61,2021-08-01 22:57:14,overcast clouds
553,Liancheng,CN,24.0519,105.075,65.48,92,15,3.22,2021-08-01 22:57:15,few clouds
554,Astrakhan,RU,46.3497,48.0408,73.27,78,0,0.0,2021-08-01 22:54:28,clear sky
555,Saint-Francois,FR,46.4154,3.9054,58.44,86,0,2.3,2021-08-01 22:57:15,clear sky
556,Beringovskiy,RU,63.05,179.3167,46.92,76,38,18.84,2021-08-01 22:57:16,scattered clouds
557,Chifeng,CN,42.2683,118.9636,65.8,71,49,5.86,2021-08-01 22:57:16,scattered clouds
558,Tecoanapa,MX,16.5167,-98.75,86.58,67,57,9.06,2021-08-01 22:57:17,broken clouds
559,San Luis,AR,-33.295,-66.3356,53.29,29,0,4.07,2021-08-01 22:56:34,clear sky
560,Broome,US,42.2506,-75.833,63.19,96,90,1.01,2021-08-01 22:57:17,mist
561,Bonthe,SL,7.5264,-12.505,76.73,85,100,9.75,2021-08-01 22:57:18,light rain
562,Nador,MA,35.174,-2.9287,73.47,43,0,1.14,2021-08-01 22:57:18,clear sky
563,Tubinskiy,RU,52.8892,58.2225,60.94,57,39,3.98,2021-08-01 22:57:19,scattered clouds
564,Dukat,RU,62.55,155.55,33.4,100,100,6.58,2021-08-01 22:57:19,snow
565,Pokhara,NP,28.2333,83.9833,71.33,93,58,2.01,2021-08-01 22:57:20,moderate rain
566,Jardim,BR,-21.4803,-56.1381,63.28,56,100,1.57,2021-08-01 22:57:20,overcast clouds
567,Itaituba,BR,-4.2761,-55.9836,83.12,54,96,3.15,2021-08-01 22:57:20,light rain
568,Karasburg,NA,-28.0167,18.75,55.18,24,0,2.77,2021-08-01 22:57:21,clear sky
569,Krasnoselkup,RU,65.7,82.4667,55.17,80,92,7.49,2021-08-01 22:57:21,overcast clouds
570,Puro,PH,12.4841,123.3827,83.37,78,100,20.49,2021-08-01 22:57:22,moderate rain
571,Butte,US,39.6499,-121.5677,104.09,20,0,8.66,2021-08-01 22:57:22,clear sky
572,Xihe,CN,31.6864,113.4659,81.43,85,58,4.27,2021-08-01 22:57:23,broken clouds
573,Kutoarjo,ID,-7.7169,109.9128,74.37,90,81,3.65,2021-08-01 22:57:23,broken clouds
574,Port Lincoln,AU,-34.7333,135.8667,51.69,68,34,25.5,2021-08-01 22:57:23,light rain
575,Bilibino,RU,68.0546,166.4372,45.28,51,76,8.05,2021-08-01 22:57:24,broken clouds
576,Sakaiminato,JP,35.55,133.2333,80.58,83,75,6.91,2021-08-01 22:57:24,broken clouds
577,Saint-Georges,GD,12.0564,-61.7485,82.08,83,20,19.57,2021-08-01 22:57:25,few clouds
578,Tuzla,BA,44.5428,18.6694,75.16,64,0,6.91,2021-08-01 22:57:25,clear sky
579,San Carlos De Bariloche,AR,-41.1456,-71.3082,47.95,51,75,2.3,2021-08-01 22:57:25,broken clouds
580,Saryozek,KZ,44.3583,77.9753,61.81,17,4,2.59,2021-08-01 22:57:26,clear sky
581,La Romana,DO,18.4273,-68.9728,89.96,58,40,6.91,2021-08-01 22:57:26,scattered clouds
582,Padang,ID,-0.9492,100.3543,74.84,91,98,5.57,2021-08-01 22:57:27,overcast clouds
583,Rapid City,US,44.0805,-103.231,89.26,24,1,4.0,2021-08-01 22:53:10,smoke
584,Honjo,JP,36.2333,139.1833,85.57,69,60,3.91,2021-08-01 22:57:27,broken clouds
585,Qaqortoq,GL,60.7167,-46.0333,49.6,83,100,8.66,2021-08-01 22:57:28,light rain
586,Aljezur,PT,37.3191,-8.8033,64.69,97,42,7.52,2021-08-01 22:57:28,scattered clouds
587,Coos Bay,US,43.3665,-124.2179,100.85,100,44,1.01,2021-08-01 22:57:29,scattered clouds
588,Kuala Terengganu,MY,5.3302,103.1408,75.15,100,20,2.3,2021-08-01 22:57:29,few clouds
589,Mwinilunga,ZM,-11.7358,24.4293,56.71,55,1,4.5,2021-08-01 22:57:30,clear sky
590,Wattegama,LK,6.7989,81.4808,75.61,82,100,5.3,2021-08-01 22:57:30,overcast clouds
591,Ushirombo,TZ,-3.4919,31.9639,65.59,44,1,3.38,2021-08-01 22:57:31,clear sky
592,Saldanha,ZA,-33.0117,17.9442,46.45,86,59,8.37,2021-08-01 22:55:41,broken clouds
593,Seybaplaya,MX,19.65,-90.6667,89.06,79,79,14.9,2021-08-01 22:57:31,broken clouds
594,Mehamn,NO,71.0357,27.8492,44.83,93,100,19.42,2021-08-01 22:57:32,light rain
595,Leshukonskoye,RU,64.8989,45.7622,52.27,97,20,3.27,2021-08-01 22:57:32,few clouds
596,Nhulunbuy,AU,-12.2333,136.7667,74.01,94,75,0.0,2021-08-01 22:55:37,broken clouds
597,Greymouth,NZ,-42.4667,171.2,53.2,84,86,2.24,2021-08-01 22:57:33,overcast clouds
598,Mersing,MY,2.4312,103.8405,75.11,94,61,3.44,2021-08-01 22:57:33,broken clouds
599,Mwingi,KE,-0.9344,38.0601,62.22,71,51,7.23,2021-08-01 22:57:33,broken clouds
600,Salta,AR,-24.7859,-65.4117,57.79,33,0,6.91,2021-08-01 22:56:18,clear sky
601,Rizhao,CN,35.4275,119.4553,76.28,85,30,6.62,2021-08-01 22:57:34,scattered clouds
602,Wilson,US,36.1501,-86.2833,82.44,60,1,6.91,2021-08-01 22:57:34,clear sky
603,Kholm,RU,59.2667,32.85,57.27,88,45,4.83,2021-08-01 22:57:35,scattered clouds
604,Manggar,ID,-2.8833,108.2667,80.73,76,80,10.04,2021-08-01 22:57:00,broken clouds
605,Boa Esperanca Do Sul,BR,-21.9925,-48.3908,63.46,52,38,6.8,2021-08-01 22:57:35,scattered clouds
606,Kudahuvadhoo,MV,2.6708,72.8944,82.26,72,98,7.09,2021-08-01 22:52:45,overcast clouds
607,Marawi,PH,7.9986,124.2928,70.65,91,100,4.41,2021-08-01 22:57:36,overcast clouds
608,Port Macquarie,AU,-31.4333,152.9167,61.9,75,93,5.93,2021-08-01 22:56:27,overcast clouds
609,Tamandare,BR,-8.7597,-35.1047,73.8,79,11,13.78,2021-08-01 22:57:37,few clouds
610,Sujangarh,IN,27.7011,74.4649,79.41,84,84,15.48,2021-08-01 22:57:37,broken clouds
611,Meadow Lake,US,34.8014,-106.5436,85.48,36,78,18.86,2021-08-01 22:57:38,broken clouds
612,Arlit,NE,18.7369,7.3853,97.12,23,37,5.14,2021-08-01 22:57:38,scattered clouds
613,Ballina,AU,-28.8667,153.5667,67.96,77,90,10.36,2021-08-01 22:57:39,overcast clouds
614,Horodok,UA,49.1637,26.5839,73.51,53,40,13.15,2021-08-01 22:57:39,scattered clouds
615,Krasnorechenskiy,RU,44.6265,135.3532,68.13,82,100,2.08,2021-08-01 22:57:40,overcast clouds
616,Methoni,GR,36.8197,21.7049,88.21,64,0,7.96,2021-08-01 22:57:40,clear sky
617,Tiarei,PF,-17.5333,-149.3333,80.62,63,17,8.21,2021-08-01 22:57:41,few clouds
618,Talara,PE,-4.5772,-81.2719,65.91,84,1,21.12,2021-08-01 22:57:41,clear sky
619,Flagstaff,US,35.1981,-111.6513,82.13,53,75,7.0,2021-08-01 22:54:32,broken clouds
620,Alekseyevsk,RU,57.8406,108.3492,59.23,61,100,5.77,2021-08-01 22:57:42,overcast clouds
621,Santa Cruz Cabralia,BR,-16.2781,-39.0247,66.43,82,75,4.61,2021-08-01 22:57:42,broken clouds
622,Kano,NG,12.0001,8.5167,73.29,94,20,5.75,2021-08-01 22:57:43,thunderstorm with light rain
623,Lasa,IT,46.6166,10.7002,53.62,94,78,6.51,2021-08-01 22:57:44,broken clouds
624,Kuybyshevo,RU,47.8123,38.9073,76.57,51,2,4.38,2021-08-01 22:57:44,clear sky
625,Swellendam,ZA,-34.0226,20.4417,55.78,82,34,2.57,2021-08-01 22:57:45,scattered clouds
626,Ahuimanu,US,21.4447,-157.8378,81.79,65,14,22.15,2021-08-01 22:57:45,few clouds
627,Nizhnyaya Poyma,RU,56.1622,97.1933,55.47,97,100,2.57,2021-08-01 22:57:46,overcast clouds
628,Kangaatsiaq,GL,68.3065,-53.4641,44.53,85,0,13.91,2021-08-01 22:57:39,clear sky
629,Piacenza,IT,45.0468,9.6994,67.75,83,49,5.41,2021-08-01 22:57:47,scattered clouds
630,Wanaka,NZ,-44.7,169.15,44.11,99,74,4.36,2021-08-01 22:57:47,broken clouds
631,Songjianghe,CN,42.1859,127.479,67.53,99,100,3.33,2021-08-01 22:57:48,moderate rain
632,Biloela,AU,-24.4167,150.5,67.95,71,0,5.41,2021-08-01 22:57:48,clear sky
633,Muros,ES,42.7762,-9.0603,64.9,86,100,6.31,2021-08-01 22:57:49,overcast clouds
634,Srednekolymsk,RU,67.45,153.6833,40.53,64,100,10.54,2021-08-01 22:57:49,overcast clouds
635,Takikawa,JP,43.5528,141.9064,78.51,93,97,0.22,2021-08-01 22:57:49,overcast clouds
636,Bani Walid,LY,31.7566,13.9942,82.63,25,0,5.77,2021-08-01 22:57:50,clear sky
637,Aden,YE,12.7794,45.0367,81.82,83,86,4.07,2021-08-01 22:57:36,overcast clouds
638,Shar,KZ,49.5886,81.0453,67.78,37,0,3.69,2021-08-01 22:57:51,clear sky
639,Hikone,JP,35.25,136.25,83.53,77,30,4.0,2021-08-01 22:57:51,scattered clouds
640,Minervino Murge,IT,41.0843,16.0784,86.63,30,22,10.56,2021-08-01 22:57:52,few clouds
641,Pozo Colorado,PY,-23.4923,-58.7972,61.95,40,4,4.41,2021-08-01 22:57:52,clear sky
642,Cabo Rojo,PR,18.0866,-67.1457,84.9,75,51,3.0,2021-08-01 22:57:53,broken clouds
643,Khorixas,NA,-20.3667,14.9667,64.38,26,0,9.24,2021-08-01 22:57:53,clear sky
644,Asbe Teferi,ET,9.0833,40.8667,61.25,76,65,5.26,2021-08-01 22:57:54,broken clouds
645,Liku,ID,-0.7275,119.8922,75.94,88,55,1.7,2021-08-01 22:57:54,broken clouds
646,Cam Ranh,VN,11.9214,109.1591,82.36,74,20,10.36,2021-08-01 22:57:55,few clouds
647,Santa Cruz,BO,-17.8,-63.1667,71.65,26,75,13.8,2021-08-01 22:57:55,smoke
648,Russell,US,32.3502,-85.1999,94.28,70,20,6.62,2021-08-01 22:56:24,few clouds
649,San Quintin,MX,30.4833,-115.95,77.56,58,9,15.32,2021-08-01 22:57:56,clear sky
650,Progreso,MX,21.2833,-89.6667,86.11,82,56,11.18,2021-08-01 22:57:56,broken clouds
651,La Ronge,CA,55.1001,-105.2842,86.25,25,75,8.05,2021-08-01 22:55:54,smoke
652,Paragominas,BR,-2.9667,-47.4833,75.92,62,83,4.29,2021-08-01 22:57:57,broken clouds
653,Pangoa,PE,-12.1167,-73.0,70.07,65,28,3.29,2021-08-01 22:57:57,scattered clouds
654,Fuerte Olimpo,PY,-21.0415,-57.8738,68.86,42,100,3.6,2021-08-01 22:57:58,overcast clouds
655,Champerico,GT,14.3,-91.9167,91.94,74,86,4.45,2021-08-01 22:57:59,overcast clouds
656,Chilliwack,CA,49.1747,-121.9443,82.78,73,100,4.61,2021-08-01 22:57:23,overcast clouds
657,Skelleftea,SE,64.7507,20.9528,48.99,62,40,8.05,2021-08-01 22:57:59,scattered clouds
658,Mezen,RU,65.8522,44.24,47.14,84,6,4.99,2021-08-01 22:58:00,clear sky
659,Tshikapa,CD,-6.4167,20.8,72.82,27,62,2.86,2021-08-01 22:58:00,broken clouds
660,Paracuru,BR,-3.41,-39.0306,80.62,77,85,10.13,2021-08-01 22:58:01,overcast clouds
661,Kloulklubed,PW,7.0419,134.2556,84.16,76,100,14.32,2021-08-01 22:58:01,overcast clouds
662,Chara,RU,56.9064,118.2631,50.59,95,100,3.31,2021-08-01 22:58:02,light rain
663,Yinchuan,CN,38.4681,106.2731,75.7,24,77,7.72,2021-08-01 22:58:02,broken clouds
664,Lompoc,US,34.6391,-120.4579,90.01,65,6,10.0,2021-08-01 22:58:03,clear sky
665,Isla Mujeres,MX,21.2311,-86.731,87.17,71,0,10.0,2021-08-01 22:58:03,clear sky
666,Sokoni,TZ,-6.4333,39.55,75.36,78,11,16.84,2021-08-01 22:58:03,few clouds
667,Hovd,MN,48.0056,91.6419,54.32,63,4,2.06,2021-08-01 22:58:04,clear sky
668,Veraval,IN,20.9,70.3667,81.25,85,100,20.0,2021-08-01 22:58:04,overcast clouds
669,New Iberia,US,30.0035,-91.8187,91.98,54,1,8.05,2021-08-01 22:58:05,clear sky
670,Veinticinco De Mayo,AR,-35.4323,-60.1727,52.05,86,3,1.99,2021-08-01 22:58:05,clear sky
671,Luis Correia,BR,-2.8792,-41.6669,77.92,81,98,7.7,2021-08-01 22:58:06,overcast clouds
